2.50078899054163e-08,3.39640951084073e-08,4.99251673038428e-08,6.90360132918995e-08,9.89425325038365e-08,1.43499732860818e-07,2.06096908051882e-07,2.86055589659323e-07,4.57838177680973e-07,6.19366772590187e-07,9.18065207997664e-07,1.22238032107936e-06,1.60157680397482e-06,2.60869274260502e-06,3.7002631236105e-06,5.03686984667963e-06,7.40053134137502e-06,1.10250758012853e-05,1.58715993168812e-05,1.94898057811875e-05,2.88819440840966e-05,4.04344285650684e-05,5.95398619448648e-05,8.56680127838891e-05,0.000116882164425073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.14809551835103e-08,3.09944334731362e-08,4.15849405366623e-08,5.96068597169584e-08,8.64459804009914e-08,1.20559248341129e-07,1.71674224465654e-07,2.4527487427341e-07,3.32466336731489e-07,5.43594360370441e-07,6.75213214258682e-07,9.88549132357815e-07,1.45224399663248e-06,2.07915902372514e-06,3.05309891849078e-06,4.01645892827425e-06,5.39898639482172e-06,8.55690102071458e-06,1.09094264325896e-05,1.63871018124169e-05,2.37961204194103e-05,3.6621093786664e-05,4.88298194317483e-05,6.86879003706594e-05,9.65920150314935e-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.58769159770309e-08,2.26070549777394e-08,3.47420524374241e-08,4.77351108690979e-08,6.63465132410115e-08,9.57455804596235e-08,1.37503075250413e-07,1.83567077619846e-07,2.86421327622154e-07,3.78758522789576e-07,4.9561262130736e-07,7.93710533041063e-07,1.09546598008255e-06,1.59570649213524e-06,2.13615043320555e-06,3.20534732593045e-06,4.94972384359471e-06,7.32421875284217e-06,8.61108244861275e-06,1.31177788313034e-05,1.957935653998e-05,2.84083409316072e-05,3.9983115953199e-05,5.26995463518839e-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.32625087139208e-08,1.72760331906786e-08,2.53599068608277e-08,3.68731215009922e-08,4.76834246021128e-08,7.03334738699638e-08,9.53301716322087e-08,1.49522962202826e-07,2.20553548162237e-07,3.25758014716464e-07,4.32673583070308e-07,6.50885226643823e-07,9.63211059579199e-07,1.37582927038749e-06,1.81308436303657e-06,2.44048867500377e-06,3.82143118491548e-06,5.29640788873928e-06,7.29663719510185e-06,1.09126052668707e-05,1.54629561663727e-05,2.11584564325205e-05,2.68554675856958e-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.89290224739491e-09,1.4853051558965e-08,2.11186216499517e-08,2.96775483118626e-08,4.16885083239687e-08,6.05468201824973e-08,7.97211610681315e-08,1.23546608115335e-07,1.6790987497239e-07,2.28582562140493e-07,3.51873183421741e-07,5.04646614164404e-07,7.03414691396449e-07,1.06886059032093e-06,1.50133103551234e-06,2.04621943321376e-06,2.73436248050956e-06,4.08124081217771e-06,4.88281249076294e-06,8.19169536771857e-06,1.2241396186594e-05,1.75903481340713e-05,2.59399507263331e-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7.68326571475107e-09,1.12397294670065e-08,1.54900406045639e-08,2.65240670671617e-08,3.81469726562543e-08,4.84969066811116e-08,6.86133137130967e-08,9.56650483897826e-08,1.52587891211202e-07,2.15927157187772e-07,2.84935419248788e-07,4.02861560070355e-07,5.53992310647843e-07,8.2973143794116e-07,1.23262931084528e-06,1.62124595161627e-06,2.47012039590989e-06,3.5250430005504e-06,4.999437487685e-06,7.40056450046378e-06,1.00544607882759e-05,1.47295232455625e-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6.34802745463642e-09,9.06051334395673e-09,1.27401997908295e-08,1.84760210628033e-08,2.69892533911889e-08,4.29156364134585e-08,6.25850225333341e-08,8.16682769314231e-08,1.1161212415785e-07,1.63967965096721e-07,2.4318697342375e-07,3.04537800239666e-07,4.43428287428744e-07,6.9147921766322e-07,9.4942232532006e-07,1.33435879147442e-06,2.00778266020274e-06,2.664400951834e-06,3.82453182141148e-06,5.80229330826884e-06,7.28130321751674e-06,9.76561335846782e-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5.52112457419696e-09,6.77886404453886e-09,1.10276625165653e-08,1.54039152856561e-08,2.25764831188321e-08,3.16704976801576e-08,5.00679198190595e-08,6.34865115610407e-08,9.6485601091289e-08,1.3374789085478e-07,1.83465624420888e-07,2.67814134935281e-07,4.00544672631152e-07,5.55019383928859e-07,7.6475915046064e-07,1.1444895065527e-06,1.51460988535013e-06,2.22467890998963e-06,3.14145785772389e-06,4.15739655863889e-06,6.71866593620563e-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.57627868429865e-09,5.99746040073467e-09,8.76540561725505e-09,1.16228215649118e-08,1.67071260423262e-08,2.35403308399993e-08,3.18883393468595e-08,5.30785527563847e-08,7.07209118095157e-08,9.5364881640401e-08,1.52738954068052e-07,2.15306374725965e-07,2.88781754766497e-07,3.80277592738547e-07,6.39000245731837e-07,8.38916517023531e-07,1.26291558502403e-06,1.74044444517552e-06,2.74658203125e-06,3.71941845973114e-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.58569395134557e-09,4.72790361428273e-09,6.7759943059428e-09,1.07481178135806e-08,1.49014886129161e-08,2.00887768717723e-08,2.8276732070248e-08,4.18071432435737e-08,5.90965130705052e-08,8.22074025553848e-08,1.19881588787215e-07,1.71834925605445e-07,2.30726548693327e-07,3.30637980700921e-07,4.5503813453251e-07,7.26377048234652e-07,1.04917562630649e-06,1.48776918657003e-06,1.75476072399701e-06,2.9202944029573e-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
