2.38616485238917e-08,3.1429612510213e-08,4.29059558370746e-08,6.49279299672111e-08,9.24258912389552e-08,1.2859156323972e-07,1.90777941499027e-07,2.71662138725411e-07,3.71718761564793e-07,4.9591055756078e-07,7.41245303116336e-07,1.06073391172727e-06,1.5838460844395e-06,2.136038305569e-06,2.97307968104119e-06,4.3751278777243e-06,6.08425114023369e-06,8.33510417123762e-06,1.20508571853861e-05,1.86770061016144e-05,2.7239509204513e-05,3.66206090437457e-05,5.28318921477378e-05,7.84301766765432e-05,0.000109877625078938,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.80356509027523e-08,2.71201133728071e-08,3.54216789797508e-08,5.30732359405083e-08,7.63032648709626e-08,9.53674316317389e-08,1.37984413797194e-07,2.20090189283488e-07,2.97198819010284e-07,4.19604858219037e-07,6.09307237603366e-07,8.56717369822854e-07,1.26050431106933e-06,1.87635423571919e-06,2.56948409544283e-06,3.67708970958726e-06,5.14693073907555e-06,7.32605005759823e-06,9.98935778561024e-06,1.53351059043514e-05,1.96784641387504e-05,2.91144799472673e-05,4.13128686000105e-05,5.97769965218784e-05,8.9016324557859e-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.45205683956982e-08,1.98370231793482e-08,2.99699798579677e-08,4.32324304711204e-08,6.0051689105855e-08,8.58586383858983e-08,1.17499805045765e-07,1.70889510787095e-07,2.50395396529592e-07,3.33705824529383e-07,4.96075256508689e-07,7.15265681492387e-07,1.04904174812026e-06,1.40321142204583e-06,2.07918697984879e-06,3.0612957562859e-06,4.15896920071637e-06,5.48109397524129e-06,8.46881978790696e-06,1.14241229306165e-05,1.71925714699307e-05,2.38700794326779e-05,3.1127929684942e-05,4.74428766709378e-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.14847398626503e-08,1.68383485466298e-08,2.13814194967949e-08,3.25694956810089e-08,4.80225055821256e-08,6.3776112693109e-08,9.74839361790212e-08,1.35186965485707e-07,1.92036331551283e-07,2.76057707950098e-07,3.87344895429304e-07,5.5811126864811e-07,7.53010390290572e-07,1.06809096898197e-06,1.61796958652581e-06,2.23159736982149e-06,3.39508654784496e-06,4.50059130333134e-06,6.93323298962323e-06,8.54432582855211e-06,1.30969143275164e-05,1.89869792513806e-05,2.53295522974994e-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.02166077702913e-09,1.27644974876008e-08,1.91573819300099e-08,2.5592435714465e-08,3.82824692138134e-08,5.49299878586625e-08,7.50562410167408e-08,9.52929258346514e-08,1.62143296622568e-07,2.22506047026379e-07,3.25651494118991e-07,4.46019613192764e-07,6.31195674662458e-07,9.05615416943758e-07,1.22986732980554e-06,1.78039063013051e-06,2.58019046213722e-06,3.79129849632277e-06,5.14953941433124e-06,7.7909989371796e-06,1.10059521832162e-05,1.49312612481341e-05,2.17825167231472e-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6.99410049767851e-09,1.00368310250324e-08,1.53588207045053e-08,1.90630066665377e-08,3.18908133378803e-08,4.37203721093777e-08,5.89663943549546e-08,9.12913518381258e-08,1.16806475647341e-07,1.76985378380081e-07,2.49336207989903e-07,3.47901941395406e-07,5.35324379599155e-07,7.21807735107158e-07,1.06889880062023e-06,1.45062338327954e-06,2.21319527554447e-06,2.94280651337732e-06,4.43011638946681e-06,6.03639257240528e-06,8.75953940539856e-06,1.15960460967733e-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5.82757405229086e-09,8.21611950909458e-09,1.12496476534088e-08,1.70392983794886e-08,2.32207625559247e-08,3.4872800997259e-08,5.05492994319146e-08,6.84654832004651e-08,1.01403438934832e-07,1.33504872772412e-07,2.04808897639485e-07,2.80064993742868e-07,3.96294191044506e-07,5.90905547608761e-07,7.67706078459263e-07,1.12265180404795e-06,1.72146257594046e-06,2.46663052010495e-06,3.05175781249111e-06,4.71879374002809e-06,7.03083836630207e-06,9.85465582568788e-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4.47034064759901e-09,5.96046440648045e-09,9.49359981412389e-09,1.36488425962365e-08,1.92223197873322e-08,2.73890424405373e-08,3.94568642473865e-08,5.7537127453604e-08,7.760561990255e-08,1.14632044890543e-07,1.71662541107458e-07,2.22772359704799e-07,3.31108458349548e-07,4.73343195125943e-07,6.10200222577145e-07,9.1548828080545e-07,1.22070297891227e-06,1.84951175455191e-06,2.66399990191838e-06,3.91705475111424e-06,5.35823356414332e-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.87787481743573e-09,5.38437117212232e-09,7.75342088095866e-09,1.08884144505274e-08,1.48055551105154e-08,1.90734862215393e-08,3.10299984188729e-08,4.4783393216871e-08,6.27514269239396e-08,9.54792543075194e-08,1.31613746781659e-07,1.81245603552969e-07,2.6856855044563e-07,3.43024357789541e-07,5.53380323677186e-07,7.56031102902561e-07,9.15527343749996e-07,1.59265649497235e-06,2.18116616684519e-06,2.82272692857077e-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.99503216775587e-09,4.43309678078898e-09,5.959953869694e-09,9.24579581119012e-09,1.19021339983717e-08,1.64995434737093e-08,2.52203984095608e-08,3.66308682977828e-08,5.42408452064652e-08,7.43603891542643e-08,1.04399064169854e-07,1.48709157663739e-07,2.04303863694196e-07,3.12337870838077e-07,4.39074414663111e-07,5.70854025303542e-07,8.34277257688583e-07,1.2013286050027e-06,1.58183043822646e-06,2.67037190497238e-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
